Name,gene,Chromosome,orf_classification,logFC,logCPM,F,PValue,FDR,model2,Label,Numeric Label,model2_2,model2_neg,model2_pos
YAL017W,PSK1,1,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YAL018C,LDS1,1,Verified,0.0351900719037337,8.48467074001546,0.113199409314747,0.740660420195041,0.79333979423276,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL019W,FUN30,1,Verified,1.5179552610259,6.51234361079452,4.48875064525578,0.049195430373295,0.0837498009977042,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL020C,ATS1,1,Verified,0.744355644408933,8.21452723196466,15.3096621280555,0.0011258800815179,0.0034799235875528,0.744355644408933,Neutral,0,0.0,0.0,0.744355644408933
YAL021C,CCR4,1,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YAL022C,FUN26,1,Verified,-0.187454037549062,9.00088500466961,1.47992798857659,0.240456373972799,0.317015792059569,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL023C,PMT2,1,Verified,-2.038130966472,2.86558173710911,31.5702257460921,3.10312346447903e-05,0.0001866377292158,-2.038130966472,Toxic,1,-2.038130966472,-2.038130966472,0.0
YAL024C,LTE1,1,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YAL025C,MAK16,1,Verified,0.818951904606271,7.22451451587804,25.655427886895,9.65108784559696e-05,0.000454069241363,0.818951904606271,Neutral,0,0.0,0.0,0.818951904606271
YAL026C,DRS2,1,Verified,-0.113463871924798,3.58255553890893,0.0294155268889307,0.865854177090851,0.893892480379798,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL027W,SAW1,1,Verified,0.772276296085484,7.45680625179686,7.58121184905176,0.0135979729338369,0.0282293361816803,0.772276296085484,Neutral,0,0.0,0.0,0.772276296085484
YAL028W,FRT2,1,Verified,-0.651222535119123,7.79577356714059,2.9442786541552,0.104402829049236,0.158130397885537,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL029C,MYO4,1,Verified,0.628546348694701,6.10436650216544,0.717603892317915,0.40873399738365,0.491926687981008,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL030W,SNC1,1,Verified,0.431168888146387,8.13658569635286,10.9077870867521,0.0042192701151064,0.01045415894281,0.431168888146387,Neutral,0,0.0,0.0,0.431168888146387
YAL031C,GIP4,1,Verified,0.445860450328643,7.90007894709063,6.76882614832725,0.0186463188787843,0.0365471056613834,0.445860450328643,Neutral,0,0.0,0.0,0.445860450328643
YAL032C,PRP45,1,Verified,0.230627719042924,8.28730336538642,1.5583393092687,0.228878475888912,0.304392348768247,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL033W,POP5,1,Verified,-0.28017940482515,8.14275778698102,4.19107896412803,0.0564645416318055,0.0940525558273296,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL034C,FUN19,1,Verified,-0.132369502054462,7.02678247810355,0.256656987039068,0.618953128260217,0.689214430679092,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL034W-A,MTW1,1,Verified,0.74091725673268,7.53589914486728,8.10024296183908,0.0111903897047985,0.0240175646765199,0.74091725673268,Neutral,0,0.0,0.0,0.74091725673268
YAL035W,FUN12,1,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YAL036C,RBG1,1,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YAL037C-A,,1,Uncharacterized,0.0886403081728271,8.33796888631979,0.378912879333532,0.546363440248885,0.624591505540288,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL037W,,1,Uncharacterized,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YAL038W,CDC19,1,Verified,1.25786190456415,8.85098555903087,88.8060391872786,3.7679305957906e-08,1.10115356321855e-06,1.25786190456415,Neutral,0,0.0,0.0,1.25786190456415
YAL039C,CYC3,1,Verified,0.241038218346621,8.54708492592872,4.7319802691987,0.0440522077961868,0.0765373534080853,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL040C,CLN3,1,Verified,-0.642316942410798,3.9955952425604,1.02661210883391,0.32520260730847,0.406971915102749,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL041W,CDC24,1,Verified,-0.619241475439878,7.75376155213126,14.7965475607646,0.0012993262913489,0.0039203365733023,-0.619241475439878,Toxic,1,-0.619241475439878,-0.619241475439878,0.0
YAL042W,ERV46,1,Verified,0.0325522060816805,6.45159028240757,0.0068760861451813,0.934884903939612,0.950946068063519,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL043C,PTA1,1,Verified,0.221555565734123,7.5558693308418,2.89633935064674,0.107050823682106,0.160964612522006,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL044C,GCV3,1,Verified,-0.364318760763677,7.26436909069275,3.90261734847718,0.0647256582870257,0.105727078513275,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL044W-A,BOL1,1,Verified,0.83565951401631,5.35177704323768,3.47378124119196,0.0797670591431555,0.125485860122031,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL046C,BOL3,1,Verified,-0.355001870467655,7.48676732230187,3.02400650815702,0.10016959809426,0.152648101461808,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL047C,SPC72,1,Verified,-1.62658190408677,6.58829409047775,21.094243293498,0.0002608724724245,0.0010341892189421,-1.62658190408677,Toxic,1,-1.62658190408677,-1.62658190408677,0.0
YAL048C,GEM1,1,Verified,-0.139878665782323,8.07209325004564,0.865866462388996,0.365167522507239,0.448974847656554,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL049C,AIM2,1,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YAL051W,OAF1,1,Verified,-0.342075504527774,7.15685972188326,1.77382526319595,0.200543896499353,0.272026070854076,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL053W,FLC2,1,Verified,-2.89477974612464,7.37738715349796,91.2204226843681,3.10607814357108e-08,9.70849490898729e-07,-2.89477974612464,Toxic,1,-2.89477974612464,-2.89477974612464,0.0
YAL054C,ACS1,1,Verified,0.303587052235276,6.46180473227407,1.98224074753884,0.177232131919294,0.244923094701444,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL055W,PEX22,1,Verified,0.685579386117923,8.38451070207949,16.4011881292398,0.0008368743200479,0.0027078140703326,0.685579386117923,Neutral,0,0.0,0.0,0.685579386117923
YAL056W,GPB2,1,Verified,0.359906583444481,8.1882302167997,2.96688284640522,0.103181368766628,0.156488310115455,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL058W,CNE1,1,Verified,-0.387483246354382,6.9417829272593,5.63130407365544,0.029739365396298,0.0543196181256901,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL059W,ECM1,1,Verified,-0.0450931139017435,7.96053739162684,0.028110006451125,0.868834724402021,0.896563492202086,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL060W,BDH1,1,Verified,0.601717397978576,8.75513947533709,7.13420275808656,0.0161506059958496,0.032507996792529,0.601717397978576,Neutral,0,0.0,0.0,0.601717397978576
YAL061W,BDH2,1,Uncharacterized,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YAL062W,GDH3,1,Verified,0.422592260557414,8.14963598841201,9.34612881534214,0.0071483968168962,0.016476006616901,0.422592260557414,Neutral,0,0.0,0.0,0.422592260557414
YAL063C-A,,1,Uncharacterized,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YAL064W-B,,1,Uncharacterized,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YAL064W-B,,1,Uncharacterized,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YAL064W-B,,8,Uncharacterized,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YAL065C,,1,Uncharacterized,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YAL067C,SEO1,1,Verified,0.296050296183654,8.28578419110131,2.85759175465301,0.109249808222158,0.163729532109809,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL068C,PAU8,7,Verified,-0.533798622105689,6.81905973476373,4.76744842795207,0.0433553454218145,0.0754992436127014,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAL068C,PAU8,10,Verified,-0.533798622105689,6.81905973476373,4.76744842795207,0.0433553454218145,0.0754992436127014,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAR002C-A,ERP1,1,Verified,0.139325856630996,7.80648740539649,0.248505897425597,0.624536349519799,0.693439166454156,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAR002W,NUP60,1,Verified,-3.39278344400552,7.54621187598793,170.789023972722,2.80863299599575e-10,4.82277121038274e-08,-3.39278344400552,Toxic,1,-3.39278344400552,-3.39278344400552,0.0
YAR003W,SWD1,1,Verified,-0.372216571814565,7.73611892530002,1.24040267942582,0.280939321904496,0.360484764582774,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAR007C,RFA1,1,Verified,0.059819531531146,7.98838223601108,0.0401163981655958,0.843636793837758,0.876826049718627,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAR008W,SEN34,1,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YAR014C,BUD14,1,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YAR015W,ADE1,1,Verified,0.811559383104889,8.08919934654315,48.1609096987112,2.42852980039017e-06,2.53356232493794e-05,0.811559383104889,Neutral,0,0.0,0.0,0.811559383104889
YAR018C,KIN3,1,Verified,-0.477183956161845,8.27702234199982,7.14464902810721,0.0160850589132133,0.0324046767942287,-0.477183956161845,Toxic,1,-0.477183956161845,-0.477183956161845,0.0
YAR019C,CDC15,1,Verified,-2.45852692970573,3.82731796087864,18.0138168631943,0.0005501707970079,0.0019103036279964,-2.45852692970573,Toxic,1,-2.45852692970573,-2.45852692970573,0.0
YAR020C,PAU7,1,Verified,-0.0493668976052728,8.65008800235111,0.0650573859577096,0.801743354945654,0.843171385281946,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAR023C,,1,Uncharacterized,-0.376746553767789,7.51076153163064,4.91060350074753,0.0406689695557019,0.071479508490108,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAR028W,,1,Uncharacterized,-0.889462884487297,6.18455677217561,6.92144845909546,0.0175539816382759,0.0347365098941953,-0.889462884487297,Toxic,1,-0.889462884487297,-0.889462884487297,0.0
YAR029W,,1,Uncharacterized,-0.406834051314434,7.18043604233256,2.30348994111887,0.147515008519465,0.210360001201202,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAR033W,MST28,1,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YAR035C-A,,1,Uncharacterized,-1.05659202762978,7.33820341721336,42.8452154730116,5.06727642992937e-06,4.65760347662258e-05,-1.05659202762978,Toxic,1,-1.05659202762978,-1.05659202762978,0.0
YAR035W,YAT1,1,Verified,0.77390284099212,7.69499683232902,25.9102262487149,9.1602987950784e-05,0.0004386743929281,0.77390284099212,Neutral,0,0.0,0.0,0.77390284099212
YAR042W,SWH1,1,Verified,-0.222596253507294,8.49652842105862,0.905955422121692,0.35456736258746,0.438672246402769,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YAR050W,FLO1,1,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YAR064W,,8,Uncharacterized,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YAR064W,,1,Uncharacterized,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YAR068W,,1,Uncharacterized,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YAR068W,,8,Uncharacterized,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YAR071W,PHO11,1,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YBL001C,ECM15,2,Verified,-3.46724374253409,7.16027909031943,210.74495433401,5.43274760875565e-11,1.76913545345122e-08,-3.46724374253409,Toxic,1,-3.46724374253409,-3.46724374253409,0.0
YBL002W,HTB2,2,Verified,-0.0837997122925237,7.1807658356346,0.133094107663758,0.719757584146649,0.775922162715671,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL003C,HTA2,2,Verified,-1.60817750613846,7.88195118861813,53.2755773806416,1.26546413230165e-06,1.55925702139547e-05,-1.60817750613846,Toxic,1,-1.60817750613846,-1.60817750613846,0.0
YBL004W,UTP20,2,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YBL005W,PDR3,2,Verified,1.32839252300038,8.70231252686396,21.5618415035255,0.0002342603232518,0.0009417926046782,1.32839252300038,Neutral,0,0.0,0.0,1.32839252300038
YBL006C,LDB7,2,Verified,0.839698638406203,8.37128636370006,15.8572834091101,0.0009688806340542,0.0030610719408547,0.839698638406203,Neutral,0,0.0,0.0,0.839698638406203
YBL007C,SLA1,2,Verified,1.28283986102062,7.94640174693857,63.625711119633,3.87846513499395e-07,6.29249912826954e-06,1.28283986102062,Neutral,0,0.0,0.0,1.28283986102062
YBL008W,HIR1,2,Verified,-0.142539500983598,8.03064272979038,0.787280707633404,0.387341569160776,0.470653042058629,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL008W-A,,2,Uncharacterized,0.185351603505714,7.46057570872283,1.281826551502,0.273323904783892,0.351901632846587,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL009W,ALK2,2,Verified,-0.674492220906782,7.76199543820284,33.5016046384905,2.20980180638803e-05,0.0001437159263241,-0.674492220906782,Toxic,1,-0.674492220906782,-0.674492220906782,0.0
YBL010C,LAA2,2,Verified,-0.0706104888451831,8.27620889327426,0.240654432240052,0.630024462937791,0.697494299789556,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL011W,SCT1,2,Verified,-0.714406575934129,6.04973029398097,0.691979975913699,0.41705850528899,0.500119195487863,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL013W,FMT1,2,Verified,0.828483864724017,8.59961615289579,43.2570662801792,4.77533752405391e-06,4.46122208445938e-05,0.828483864724017,Neutral,0,0.0,0.0,0.828483864724017
YBL014C,RRN6,2,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YBL015W,ACH1,2,Verified,-0.0898547860007036,7.40695238488534,0.0893540795669482,0.768634072114913,0.815689649621017,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL016W,FUS3,2,Verified,0.37256251662783,8.46460549152305,4.0412503311687,0.0605913984802966,0.0996882662113577,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL017C,PEP1,2,Verified,-2.61500754530042,2.72293234103413,16.7490465225218,0.0007630773158903,0.0025118191214037,-2.61500754530042,Toxic,1,-2.61500754530042,-2.61500754530042,0.0
YBL018C,POP8,2,Verified,-0.100483520374248,8.67078430939661,0.338020350724319,0.568626456694897,0.64374671370053,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL019W,APN2,2,Verified,0.0854214585976591,7.54703605832419,0.0489373800642833,0.827565924255035,0.864544694930959,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL020W,RFT1,2,Verified,0.14400486233909,9.12993721630738,1.48371942592439,0.239879294248435,0.316529581035779,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL021C,HAP3,2,Verified,-0.390047279432024,7.91739567928882,5.54677929942263,0.030828462316262,0.0561514021972985,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL022C,PIM1,2,Verified,-0.542505938418128,5.18264546098262,1.34286146656217,0.26259728440424,0.340882978245709,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL023C,MCM2,2,Verified,-0.354506238200119,8.61389196752244,10.257049463885,0.0052332486931751,0.0125860331537152,-0.354506238200119,Toxic,1,-0.354506238200119,-0.354506238200119,0.0
YBL024W,NCL1,2,Verified,0.154668973199277,8.80920261338992,2.1503475837753,0.160846105270687,0.225629967362788,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL025W,RRN10,2,Verified,0.65863862914136,7.93229087834262,30.1866936497815,3.99225748109645e-05,0.0002289396459914,0.65863862914136,Neutral,0,0.0,0.0,0.65863862914136
YBL026W,LSM2,2,Verified,0.696977657600344,3.51176502855116,0.707982056684761,0.411829476787296,0.495129373595275,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL027W,RPL19B,2,Verified,-0.59827161971403,7.82978962920238,32.4033517235707,2.67585598314642e-05,0.0001673419400159,-0.59827161971403,Toxic,1,-0.59827161971403,-0.59827161971403,0.0
YBL028C,,2,Verified,0.132512590709942,8.17243543971107,0.982185237780821,0.335598668810074,0.418374167652483,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL029C-A,,2,Verified,0.938732236601178,8.06387345742163,35.6902890359385,1.52817773416219e-05,0.0001073491878281,0.938732236601178,Neutral,0,0.0,0.0,0.938732236601178
YBL029W,,2,Uncharacterized,0.460881357653254,8.1602778952555,12.1335034657997,0.0028557439048601,0.007516937911234,0.460881357653254,Neutral,0,0.0,0.0,0.460881357653254
YBL030C,PET9,2,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YBL031W,SHE1,2,Verified,0.475885159577837,7.74918047566293,11.8593901108479,0.0031110757324683,0.0081001680550104,0.475885159577837,Neutral,0,0.0,0.0,0.475885159577837
YBL032W,HEK2,2,Verified,0.705521270221599,7.46997067620303,25.7186445727234,9.52663041767054e-05,0.0004499678071313,0.705521270221599,Neutral,0,0.0,0.0,0.705521270221599
YBL033C,RIB1,2,Verified,1.01065596074769,8.35604789594814,20.1941473312017,0.0003222015706018,0.0012333475737816,1.01065596074769,Neutral,0,0.0,0.0,1.01065596074769
YBL034C,STU1,2,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YBL035C,POL12,2,Verified,-0.819640104718546,6.62149003298639,3.99416021336206,0.061960211485501,0.101646852883195,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL036C,,2,Verified,-0.0529936737947754,7.94926551456542,0.142853014153181,0.710152831490342,0.766837223771784,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL037W,APL3,2,Verified,-1.84160968207373,7.64131094098791,43.6062920156338,4.54248529042414e-06,4.27875835517431e-05,-1.84160968207373,Toxic,1,-1.84160968207373,-1.84160968207373,0.0
YBL038W,MRPL16,2,Verified,-3.26679015540534,6.88260319637141,127.686726080195,2.5954859467316502e-09,1.72749759421066e-07,-3.26679015540534,Toxic,1,-3.26679015540534,-3.26679015540534,0.0
YBL039C,URA7,2,Verified,0.0618307587256006,7.73884752562192,0.261257374852898,0.615851468325777,0.686471111026214,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL039W-B,MIN6,2,Uncharacterized,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YBL040C,ERD2,2,Verified,1.58082082316187,6.92881759169664,58.0332057741079,7.19797092347234e-07,1.00353362202172e-05,1.58082082316187,Neutral,0,0.0,0.0,1.58082082316187
YBL041W,PRE7,2,Verified,0.112435662093364,7.00924903859977,0.209766594676723,0.652767783977541,0.718312413022836,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL042C,FUI1,2,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YBL043W,ECM13,2,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YBL045C,COR1,2,Verified,0.147750315030565,7.97960704667916,0.581413067281145,0.45624060673812,0.537329094838307,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL046W,PSY4,2,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YBL047C,EDE1,2,Verified,,,,,,-3.188207311461686,Neutral,0,-3.188207311461686,-3.188207311461686,0.0
YBL048W,RRT1,2,Uncharacterized,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YBL049W,MOH1,2,Verified,0.111258173268051,8.27741268064311,0.721624438333558,0.407451139810373,0.490771399311886,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL050W,SEC17,2,Verified,1.24707702749908,9.62176038426968,109.783389704323,8.02006926455341e-09,3.84878902916832e-07,1.24707702749908,Neutral,0,0.0,0.0,1.24707702749908
YBL051C,PIN4,2,Verified,-1.3981730597323,3.98985368238555,4.75076468464849,0.0436815429866074,0.0760092192656271,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL052C,SAS3,2,Verified,-0.826562209906842,6.66394770195354,14.4109064633435,0.0014495075685475,0.0042689308817882,-0.826562209906842,Toxic,1,-0.826562209906842,-0.826562209906842,0.0
YBL054W,TOD6,2,Verified,-0.513985623554602,7.92901633653374,11.5608562768557,0.0034188271639799,0.0087810890369489,-0.513985623554602,Toxic,1,-0.513985623554602,-0.513985623554602,0.0
YBL055C,,2,Verified,0.517535766793334,7.31666313657296,2.2270831561997,0.153989543784359,0.217686303910975,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL056W,PTC3,2,Verified,0.698212106570966,7.17550477495473,12.1242977357757,0.0028639260435435,0.0075341251197431,0.698212106570966,Neutral,0,0.0,0.0,0.698212106570966
YBL057C,PTH2,2,Verified,0.202946098413023,8.06895387867992,1.04481499797968,0.321073474928178,0.40302146811607,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL058W,SHP1,2,Verified,1.77389324351088,6.91410885764277,17.605906935798,0.0006105217601477,0.0020874946395858,1.77389324351088,Neutral,0,0.0,0.0,1.77389324351088
YBL059C-A,CMC2,2,Verified,,,,,,-0.3336830189782268,Neutral,0,-0.3336830189782268,-0.3336830189782268,0.0
YBL059W,IAI11,2,Uncharacterized,-1.35368089254913,8.03343838267241,36.4192437789301,1.3562818479813e-05,9.73746290542796e-05,-1.35368089254913,Toxic,1,-1.35368089254913,-1.35368089254913,0.0
YBL060W,YEL1,2,Verified,0.139676710014774,3.32327499552754,0.0302166611120333,0.864058834863874,0.892847739833273,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL061C,SKT5,2,Verified,-0.15405281504929,7.59917105492572,0.661363483369391,0.427356169952062,0.510297741962141,-0.251109961379565,Neutral,0,-0.251109961379565,-0.251109961379565,0.0
YBL063W,KIP1,2,Verified,-3.3774581548829,5.92460177212737,61.2385880377896,5.02218811136862e-07,7.55798964654372e-06,-3.3774581548829,Toxic,1,-3.3774581548829,-3.3774581548829,0.0
YBL064C,PRX1,2,Verified,0.768411555775341,7.66160912084535,22.4317599104397,0.0001924624483954,0.0008109392811784,0.768411555775341,Neutral,0,0.0,0.0,0.768411555775341
YBL066C,SEF1,2,Verified,0.499696698899666,8.08539022465616,7.34680521494695,0.0148742686152582,0.0303680208763824,0.499696698899666,Neutral,0,0.0,0.0,0.499696698899666
YBL067C,UBP13,2,Verified,0.403127785885648,8.89668289654686,13.1209762873779,0.0021132868290738,0.0058197628085282,0.403127785885648,Neutral,0,0.0,0.0,0.403127785885648
YBL068W,PRS4,2,Verified,0.368668775432418,8.16801874276052,6.73479575980585,0.0189003062126931,0.0369414452431194,0.368668775432418,Neutral,0,0.0,0.0,0.368668775432418
