Gene,Systematic name,logFC,FDR,geneLen,GC_content,median_IUPRED,%AA_A,%AA_C,%AA_D,%AA_E,%AA_F,%AA_G,%AA_H,%AA_I,%AA_K,%AA_L,%AA_M,%AA_N,%AA_P,%AA_Q,%AA_R,%AA_S,%AA_T,%AA_V,%AA_W,%AA_Y,%Helical,%Proteinturn,%Beta-sheet,Acidic AA%,Basic AA%,Polar AA%,Hydrophobic AA%,Charged AA%,number of physical interaction,number of positive genetic interaction,number of negative genetic interaction,"number of ppi, all","number of ppi, score >= 0.25","number of ppi, score > 0.5","number of ppi, score > 0.8","number of ppi, score >= 0.95",RNAseq Eupl,rna logFC,rna FC - other,Imputed log2(MS),Ribo_profilling_init_rate,Ribo_profilling_trans_rate,IDR ratio,Number of complexe,Intron status,aliphaticIndex,aromaticityScore,cai,codonBias,gravyScore,instabilityIndex,pI,5'-UTR_length,3'-UTR_length,protein half-life (hr),mRNA half-life (min),Ubiquitilation number,Phosphorylation number,is in complex,is essential,variants_impact_HIGH,variants_impact_LOW,variants_impact_MODERATE,variants_impact_MODIFIER,variants_effect_conservative_inframe_deletion,variants_effect_conservative_inframe_insertion,variants_effect_disruptive_inframe_deletion,variants_effect_disruptive_inframe_insertion,variants_effect_downstream_gene_variant,variants_effect_frameshift_variant,variants_effect_intron_variant,variants_effect_missense_variant,variants_effect_splice_region_variant,variants_effect_start_lost,variants_effect_stop_gained,variants_effect_stop_lost,variants_effect_stop_retained_variant,variants_effect_synonymous_variant,variants_effect_upstream_gene_variant,alpha IDRratio,A3D mean score,A3D ratio,A3D mean +score,has disordered region,has transmembrane domain,flDPnn_disorder,PSIPRED_helix,PSIPRED_strand,PSIPRED_coil,MMseq2_low_conservation,MMseq2_high_conservation,MMseq2_median,SignalP,DFLpred_linker,ASAquick_buried,DisoRDPbind_RNA,DisoRDPbind_DNA,DisoRDPbind_PRO,MoRFchibi_morf,DRNApred_RNA,DRNApred_DNA,SCRIBER_PRO,PTM_content,haploinsufficient,Label,Numeric Label,rank,mitotic_cell_cycle,cellular_morphology,regulation of mitotic cell cycle (GO:0007346),prion_inheritance,regulation of cell cycle process (GO:0010564),prions,Prion-like,Sphingolipid Metabolism_WP370,number of genetic interaction,IDR ratio mean,Phosphorylation number norm_geneLen,Ubiquitilation number norm_geneLen,variants_impact_MODERATE norm_geneLen,variants_effect_missense_variant norm_geneLen,variants_impact_LOW norm_geneLen,variants_effect_synonymous_variant norm_geneLen
SNM1,YDR478W,0.582471825464348,0.0076354881835536,597.0,38.526,0.384,0.0201,0.0302,0.0201,0.0704,0.0352,0.0503,0.0151,0.0151,0.1407,0.1005,0.0302,0.0704,0.0352,0.0553,0.0352,0.1357,0.0452,0.0503,0.005,0.0352,0.2412,0.2915,0.2211,0.0905,0.191,0.372,0.2915999999999999,0.2815,5.0,18.0,157.0,42.0,41.0,35.0,9.0,9.0,3.077500480876285,0.749390794888332,0.7022067654609591,24.241908762652805,0.35,0.103,0.3266331658291457,1.0,0.0,59.0,0.08,0.11,-0.01,-0.85,41.71,10.24,15,67.0,12.6,10.0,,6.0,1.0,1.0,0.0,8.0,2.0,50.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,0.207070707070707,-1.3207656565656565,0.2272727272727272,0.2177686868686869,1.0,0.0,0.46,0.384,0.152,0.464,0.14,0.1,2.22,0.0,0.101,0.136,0.0,0.081,0.0,0.0,0.0,0.02,0.0,0.101,0,Neutral,0,1.2331879084417317,0,0,0,0,0,0,0,0,175.0,0.26685193644992633,13.953661162957646,,4.651220387652549,4.651220387652549,18.604881550610195,18.604881550610195
PEX29,YDR479C,-1.72936881646353,0.0199439573895011,1665.0,39.6997,0.247,0.0306,0.0036,0.0523,0.0685,0.045,0.0468,0.018,0.0739,0.0595,0.1081,0.0306,0.0541,0.0595,0.0342,0.0468,0.0955,0.0649,0.0505,0.018,0.0378,0.3333,0.2559,0.2378,0.1208,0.1243,0.2900999999999999,0.3945,0.2451,33.0,3.0,43.0,61.0,35.0,2.0,0.0,0.0,4.908550759147435,1.24367078305512,1.278128294550647,24.67253498902807,0.031,0.029,0.2396396396396396,0.0,0.0,84.73,0.1,0.11,0.0,-0.33,43.72,6.05,,,,50.0,,10.0,0.0,0.0,0.0,4.0,1.0,69.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0,0.2256317689530685,-0.4005653429602888,0.3285198555956679,0.4939124548736462,1.0,1.0,0.253,0.439,0.097,0.464,0.19,0.06,2.1,0.0,0.049,0.347,0.0,0.002,0.116,0.0,0.0,0.01,0.0,0.065,0,Toxic,1,-2.940253254822299,0,0,0,0,0,0,0,0,46.0,0.23263570429635405,8.338674388674388,,0.8338674388674389,0.8338674388674389,3.3354697554697554,3.3354697554697554
DIG2,YDR480W,0.0625799745143155,0.941735528854838,972.0,40.8436,0.5382,0.0432,0.0093,0.0741,0.0648,0.0185,0.0401,0.037,0.0556,0.0864,0.071,0.0247,0.0556,0.0833,0.0401,0.0494,0.0957,0.0586,0.034,0.0062,0.0494,0.2346,0.2747,0.2037,0.1389,0.1728,0.3087,0.3026,0.3117,14.0,7.0,10.0,44.0,24.0,3.0,2.0,2.0,3.60000531428411,1.38037423383117,1.4029018760361105,28.18180381838886,0.175,0.126,0.6141975308641975,1.0,0.0,60.34,0.07,0.14,0.04,-0.98,58.91,7.41,282,326.0,8.9,31.0,,60.0,1.0,0.0,0.0,2.0,1.0,77.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,0.4458204334365325,-1.0867578947368424,0.2848297213622291,0.2929990712074304,1.0,0.0,0.718,0.328,0.115,0.557,0.01,0.11,2.54,0.0,0.012,0.229,0.0,0.0,0.093,0.0,0.0,0.0,0.0,0.115,0,Neutral,0,0.0016315253093812,0,0,0,0,0,0,0,0,17.0,0.530008982150365,85.70304232804233,,1.4283840388007056,1.4283840388007056,2.8567680776014113,2.8567680776014113
PHO8,YDR481C,-0.889706396564965,0.0006702085587601,1701.0,43.7978,0.2918,0.0758,0.0053,0.0776,0.0635,0.0441,0.0653,0.0459,0.0441,0.0494,0.0952,0.0123,0.0476,0.0317,0.0353,0.0423,0.0864,0.0617,0.0705,0.0088,0.0353,0.2981,0.231,0.2469,0.1411,0.1376,0.2716,0.3861,0.2787,3.0,2.0,10.0,33.0,30.0,6.0,6.0,0.0,6.233075675575485,1.48827194364433,1.5855732124492632,29.98120841330498,0.092,0.076,0.0723104056437389,0.0,0.0,78.47,0.09,0.16,0.1,-0.4,33.78,5.33,,86.0,8.8,34.0,,21.0,0.0,0.0,0.0,13.0,2.0,75.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,49.0,0.0706713780918728,-0.6364719081272086,0.1201413427561837,0.1781503533568905,1.0,1.0,0.051,0.424,0.11,0.466,0.13,0.08,2.425,0.0,0.053,0.412,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.046,0,Toxic,1,-2.8237412913985667,0,0,0,0,0,0,0,0,12.0,0.07149089186780586,17.140608465608466,,1.6324389014865206,1.6324389014865206,10.610852859662383,10.610852859662383
CWC21,YDR482C,0.223492762447601,0.163072207488844,408.0,51.4706,0.6991,0.0662,0.0074,0.0221,0.125,0.0,0.0368,0.0368,0.0368,0.0809,0.0735,0.0221,0.0368,0.0221,0.1176,0.1103,0.1029,0.0441,0.0294,0.0074,0.0147,0.1618,0.1985,0.2868,0.1471,0.2279999999999999,0.3235,0.2501,0.3751,36.0,14.0,84.0,82.0,67.0,52.0,48.0,9.0,3.356966884818,0.437453714281072,0.4062426831662589,25.455214188813333,0.097,0.067,1.0,0.0,0.0,53.33,0.02,0.06,-0.1,-1.44,75.12,10.31,111,169.0,,,,4.0,1.0,0.0,0.0,1.0,0.0,80.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,0.0,-2.535968148148148,0.074074074074074,0.0492562962962962,1.0,0.0,1.0,0.711,0.0,0.289,0.25,0.07,2.23,0.0,0.0,0.015,0.0,0.0,0.585,0.133,0.0,0.13,0.23,0.119,0,Neutral,0,0.1760273806816382,0,0,0,0,0,0,0,0,98.0,0.5,13.611659663865547,,0.0,0.0,3.4029149159663867,3.4029149159663867
VPS52,YDR484W,-0.0297291361830195,0.833861715755663,1926.0,33.2814,0.19855,0.0452,0.0093,0.0685,0.0592,0.0607,0.0202,0.014,0.0763,0.0732,0.109,0.0156,0.0935,0.0327,0.0592,0.0374,0.0826,0.0639,0.0327,0.0047,0.0405,0.324,0.229,0.229,0.1277,0.1246,0.3490000000000001,0.3847,0.2523,12.0,60.0,288.0,24.0,13.0,6.0,3.0,3.0,3.071914769513095,0.635422348916684,0.6397670840549944,25.987877541902368,0.009,0.009,0.0342679127725856,1.0,0.0,81.56,0.11,0.14,-0.03,-0.51,44.85,5.46,,96.0,11.2,34.0,1.0,4.0,1.0,0.0,0.0,9.0,3.0,86.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,48.0,0.204368174726989,-1.004753666146646,0.1154446177847113,0.107066302652106,0.0,0.0,0.056,0.587,0.069,0.344,0.19,0.06,2.15,0.0,0.037,0.331,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.058,0,Neutral,0,-0.0023458061799156,0,0,0,0,0,0,0,0,348.0,0.1193180437497873,2.8834668446817977,0.7208667111704494,2.1626001335113485,2.1626001335113485,6.487800400534045,6.487800400534045
VPS60,YDR486C,0.438166588698809,0.0113863220322886,690.0,40.2899,0.562,0.0739,0.0,0.087,0.0652,0.0174,0.0304,0.0043,0.0522,0.0652,0.1304,0.0435,0.1174,0.0261,0.1217,0.0217,0.0783,0.0391,0.0043,0.0043,0.013,0.2217,0.2522,0.313,0.1522,0.0911999999999999,0.3695,0.3389999999999999,0.2433999999999999,55.0,10.0,85.0,70.0,58.0,9.0,8.0,2.0,4.28365704855234,0.596978909132952,0.5096526268579215,27.13277767135141,0.156,0.112,0.8,0.0,0.0,77.5,0.03,0.14,0.03,-0.89,56.03,4.17,28,124.0,,,1.0,7.0,0.0,0.0,0.0,1.0,0.0,77.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.1965065502183406,-1.5837401746724886,0.131004366812227,0.124489519650655,1.0,0.0,1.0,0.681,0.0,0.319,0.18,0.1,2.34,0.0,0.0,0.17,0.0,0.0,0.611,0.0,0.0,0.0,0.013,0.057,0,Neutral,0,0.8516278279614373,0,0,0,0,0,0,0,0,95.0,0.49825327510917033,14.085108695652172,2.012158385093168,0.0,0.0,2.012158385093168,2.012158385093168
RIB3,YDR487C,0.992014364952011,0.0066966480133372,627.0,44.3381,0.3426,0.0909,0.0287,0.0813,0.0526,0.0335,0.0813,0.0335,0.0574,0.0526,0.0861,0.0383,0.0335,0.0383,0.0383,0.0478,0.0622,0.067,0.0574,0.0,0.0144,0.2488,0.2153,0.2679,0.1339,0.1339,0.2441,0.3779999999999999,0.2678,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.60309735766102,1.15761748628146,1.1376005927386763,31.167084232137658,0.25,0.158,0.0,0.0,0.0,79.96,0.05,0.2,0.25,-0.23,28.23,5.57,57,80.0,10000.0,27.0,,8.0,0.0,1.0,0.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,-0.8825990384615385,0.0769230769230769,0.0414600961538461,0.0,0.0,0.0,0.298,0.212,0.49,0.02,0.08,2.52,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.058,0,Neutral,0,2.156780618916697,0,0,0,0,0,0,0,0,0.0,0.0,17.714695830485304,,0.0,0.0,2.214336978810663,2.214336978810663
PAC11,YDR488C,-0.560943454530289,0.0036665334845623,1602.0,50.0,0.2193,0.0805,0.0169,0.0562,0.0824,0.0187,0.0506,0.0169,0.0393,0.0449,0.1049,0.0243,0.0468,0.0412,0.0599,0.0637,0.0599,0.0637,0.0805,0.0187,0.0281,0.2903,0.1985,0.2921,0.1386,0.1255,0.2753,0.395,0.2641,7.0,26.0,156.0,34.0,16.0,11.0,6.0,3.0,3.895517689175995,1.24961583699775,1.1729053242378027,23.93814732389786,0.031,0.026,0.2940074906367041,1.0,0.0,82.25,0.07,0.08,-0.01,-0.41,51.55,4.99,,824.0,,21.0,,,1.0,0.0,0.0,11.0,6.0,65.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,30.0,0.2514071294559099,-0.9870968105065666,0.1275797373358349,0.0767260787992495,1.0,0.0,0.165,0.28,0.304,0.416,0.15,0.08,2.12,0.0,0.039,0.373,0.0,0.0,0.131,0.0,0.0,0.0,0.0,0.041,0,Toxic,1,-1.3663148469353468,0,0,0,0,0,0,0,0,182.0,0.272707310046307,,,5.199959871589085,4.333299892990904,9.53325976457999,9.53325976457999
SLD5,YDR489W,0.352007706143102,0.220335839844068,885.0,38.7571,0.2575,0.0237,0.0136,0.0881,0.078,0.0237,0.0271,0.0169,0.0814,0.0644,0.1254,0.0373,0.0644,0.0508,0.0373,0.0407,0.0847,0.0508,0.0441,0.0136,0.0305,0.3186,0.2271,0.2644,0.1661,0.122,0.2813,0.3797,0.2881,39.0,5.0,57.0,65.0,63.0,45.0,40.0,16.0,3.86873752618062,0.640200875507118,0.6635956542177274,25.4107127858236,0.063,0.053,0.0983050847457627,1.0,0.0,91.82,0.07,0.16,0.13,-0.43,41.0,4.45,,,9.4,30.0,,2.0,1.0,1.0,0.0,0.0,2.0,69.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.1360544217687075,-0.9558806122448978,0.1564625850340136,0.1560343537414966,0.0,0.0,0.197,0.395,0.156,0.449,0.17,0.03,2.145,0.0,0.041,0.286,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.061,0,Neutral,0,0.2312390911450446,0,0,0,0,0,0,0,0,62.0,0.11717975325723509,3.1376029055690076,,3.1376029055690076,3.1376029055690076,0.0,0.0
PKH1,YDR490C,-2.71049420505406,1.14915113509327e-07,2301.0,42.7206,0.3215,0.0704,0.0065,0.06,0.06,0.043,0.0508,0.0183,0.0469,0.0952,0.0926,0.0261,0.0482,0.0508,0.0443,0.0495,0.0834,0.0587,0.0561,0.0078,0.03,0.2764,0.2334,0.249,0.12,0.163,0.2711,0.3729,0.283,21.0,4.0,42.0,40.0,34.0,5.0,2.0,1.0,4.82002115562623,1.19694077202289,1.0543830542329418,27.358923329584563,0.041,0.038,0.363754889178618,0.0,0.0,73.51,0.08,0.11,0.0,-0.54,41.19,9.76,96,531.0,10.0,41.0,,54.0,0.0,0.0,0.0,4.0,9.0,64.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,0.4516971279373368,-1.01951409921671,0.139686684073107,0.0966404699738903,1.0,0.0,0.196,0.338,0.129,0.533,0.08,0.06,2.39,0.0,0.004,0.319,0.0,0.001,0.074,0.0,0.0,0.0,0.0,0.074,0,Toxic,1,-18.809807519163307,0,0,0,0,0,0,0,0,46.0,0.40772600855797736,32.582799403985845,,5.430466567330974,5.430466567330974,2.4135406965915442,2.4135406965915442
MZM1,YDR493W,0.389130497789864,0.0773540103793313,372.0,43.8172,0.51935,0.0968,0.0161,0.0726,0.0484,0.0242,0.0403,0.0323,0.0323,0.0968,0.0968,0.0242,0.0484,0.0484,0.0323,0.0968,0.0403,0.0806,0.0484,0.0,0.0161,0.2177,0.1774,0.2661,0.121,0.2259,0.2338,0.3388,0.3469,2.0,22.0,32.0,43.0,6.0,1.0,0.0,0.0,3.743066457628905,0.261665816250571,0.240909382741373,24.823182224965148,,,0.5403225806451613,0.0,0.0,69.16,0.04,0.12,-0.02,-0.79,42.07,10.56,85,103.0,8.9,31.0,,,0.0,0.0,0.0,0.0,1.0,43.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.065040650406504,-1.2805130081300813,0.1056910569105691,0.0560861788617886,0.0,0.0,0.675,0.39,0.081,0.529,0.18,0.05,2.27,0.0,0.0,0.089,0.0,0.016,0.0,0.098,0.0,0.0,0.008,0.057,0,Neutral,0,0.4325252279536077,0,0,0,0,0,0,0,0,54.0,0.3026816155258326,,,3.7322292626728113,3.7322292626728113,0.0,0.0
RSM28,YDR494W,0.607112537897288,1.66132638998644e-05,1086.0,37.6611,0.4831,0.0387,0.0055,0.0387,0.0608,0.0387,0.0442,0.011,0.0249,0.1077,0.0856,0.0304,0.0829,0.0497,0.0691,0.0635,0.0994,0.0497,0.0691,0.0028,0.0249,0.2459,0.2762,0.2155,0.0995,0.1822,0.3315,0.3151,0.2817,2.0,9.0,146.0,107.0,104.0,74.0,35.0,33.0,5.181107640030305,-0.204870123300029,-0.0188654987756196,30.266958925134738,0.134,0.101,0.4668508287292817,0.0,0.0,62.64,0.07,0.13,0.02,-0.89,46.37,10.63,56,74.0,4.5,43.0,,2.0,1.0,0.0,0.0,5.0,2.0,40.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.3296398891966759,-0.996406648199446,0.2493074792243767,0.2512537396121884,1.0,0.0,0.346,0.499,0.08,0.421,0.16,0.04,2.09,0.0,0.0,0.238,0.0,0.011,0.022,0.0,0.0,0.0,0.0,0.069,0,Neutral,0,2.901721716894418,0,0,0,0,0,0,0,0,155.0,0.3982453589629788,2.5568863456985005,,2.5568863456985005,2.5568863456985005,6.392215864246252,6.392215864246252
VPS3,YDR495C,-0.353685709617788,0.744964139929113,3036.0,33.3004,0.0929,0.0326,0.0158,0.0682,0.1038,0.0494,0.0277,0.0188,0.085,0.0968,0.1215,0.0158,0.0682,0.0257,0.0237,0.0296,0.081,0.0543,0.0435,0.0049,0.0326,0.337,0.2026,0.2737,0.172,0.1452,0.2756,0.3853,0.3172,9.0,3.0,52.0,24.0,19.0,9.0,6.0,5.0,2.42360348351467,0.443231459442411,0.4787592083503492,25.803272630664143,0.027,0.025,0.125494071146245,1.0,0.0,91.75,0.09,0.12,-0.04,-0.4,42.94,4.76,,,10.0,40.0,,15.0,1.0,0.0,0.0,2.0,1.0,48.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.1196834817012858,-1.239238377843719,0.0544015825914935,0.0343363006923837,1.0,0.0,0.12,0.43,0.146,0.424,0.2,0.04,1.99,0.0,0.001,0.4,0.0,0.001,0.103,0.0,0.0,0.0,0.0,0.044,0,Neutral,0,-0.0452238931838174,0,0,0,0,0,0,0,0,55.0,0.1225887764237654,6.859630858272163,,0.45730872388481086,0.45730872388481086,0.9146174477696217,0.9146174477696217
PUF6,YDR496C,0.115599296079305,0.468986016605233,1971.0,35.9716,0.1969,0.0533,0.0076,0.0578,0.105,0.0304,0.0441,0.0259,0.07,0.1081,0.1126,0.0107,0.0426,0.0228,0.0396,0.0472,0.0837,0.0487,0.0518,0.0091,0.0274,0.3014,0.1933,0.2816,0.1628,0.1812,0.2496,0.3653,0.344,60.0,14.0,31.0,169.0,152.0,84.0,55.0,12.0,6.168839491040325,0.0158924670598117,0.338639382214537,31.05033664730793,0.141,0.113,0.1887366818873668,0.0,0.0,86.84,0.07,0.25,0.24,-0.59,41.05,6.88,38,48.0,10.1,8.0,,27.0,0.0,0.0,0.0,3.0,4.0,45.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,0.1539634146341463,-1.3358527439024392,0.0411585365853658,0.0224870426829268,1.0,0.0,0.175,0.593,0.073,0.334,0.25,0.03,1.985,0.0,0.002,0.386,0.0,0.008,0.127,0.024,0.0,0.0,0.0,0.062,0,Neutral,0,0.0380136847896393,0,0,0,0,0,0,0,0,45.0,0.17135004826075656,19.0190313111546,,2.8176342683191997,2.8176342683191997,2.1132257012394,2.1132257012394
SEC20,YDR498C,0.385564089452746,0.0290883785811758,1152.0,42.3611,0.14365,0.0573,0.013,0.0703,0.0755,0.0417,0.0234,0.0234,0.0469,0.0833,0.1328,0.0104,0.0391,0.0156,0.0521,0.0417,0.1016,0.0495,0.0781,0.0156,0.026,0.3411,0.1797,0.276,0.1457999999999999,0.1484,0.2813,0.4088,0.2941999999999999,14.0,81.0,225.0,61.0,55.0,30.0,19.0,7.0,5.15767457027931,0.697568181310034,0.7437665798801969,27.40112899917517,0.016,0.015,0.0026041666666666,1.0,0.0,92.63,0.08,0.14,0.06,-0.3,46.8,5.88,32,42.0,10.8,31.0,,,1.0,1.0,0.0,2.0,1.0,41.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.1775456919060052,-0.7243093994778067,0.2976501305483028,0.4355522193211489,0.0,1.0,0.099,0.637,0.073,0.29,0.19,0.05,2.09,0.0,0.003,0.295,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.052,0,Neutral,0,0.5923345867823789,0,0,0,0,0,0,0,0,306.0,0.0900749292863359,,,1.2051990327380953,1.2051990327380953,2.4103980654761905,2.4103980654761905
LCD1,YDR499W,0.0864225755003976,0.635307976797061,2244.0,35.4724,0.09575,0.0374,0.008,0.0628,0.0802,0.0401,0.0281,0.0241,0.0909,0.0775,0.1283,0.0281,0.0508,0.0334,0.0455,0.0441,0.0722,0.0588,0.0521,0.0067,0.0294,0.3476,0.1845,0.2741,0.143,0.1457,0.2647,0.413,0.2886999999999999,15.0,0.0,0.0,25.0,21.0,4.0,1.0,1.0,3.090334801487576,0.534401651231698,0.7592405465006651,24.99415088148232,0.008,0.007,0.1764705882352941,0.0,0.0,99.04,0.08,0.12,-0.02,-0.25,42.52,5.88,46,116.0,7.8,25.0,,11.0,1.0,1.0,0.0,4.0,3.0,36.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.1526104417670682,-0.9407125836680054,0.1325301204819277,0.0924639892904953,1.0,0.0,0.135,0.59,0.075,0.335,0.15,0.06,2.19,0.0,0.004,0.361,0.0,0.0,0.058,0.0,0.0,0.0,0.0,0.055,0,Neutral,0,0.0170266034922434,0,0,0,0,0,0,0,0,0.0,0.16454051500118116,6.8058298319327735,,1.8561354087089381,1.8561354087089381,2.4748472116119173,2.4748472116119173
RPL37B,YDR500C,0.703191544097599,0.0004755761640396,267.0,44.9438,0.5807,0.0787,0.0449,0.0,0.0,0.0449,0.1011,0.0674,0.0,0.1236,0.0225,0.0225,0.0449,0.0225,0.0225,0.1236,0.1124,0.1011,0.0225,0.0112,0.0225,0.1236,0.2809,0.1236,0.0,0.3146,0.3483,0.2248,0.3146,0.0,0.0,0.0,322.0,221.0,166.0,148.0,5.0,9.38431388322878,0.265281716842238,0.4703173934840104,33.142458025770594,0.169,0.129,0.7528089887640449,1.0,1.0,19.77,0.08,0.71,0.84,-1.18,53.4,12.31,8,67.0,9.4,18.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,-1.5532579545454543,0.034090909090909,0.0071306818181818,1.0,0.0,1.0,0.33,0.057,0.613,0.0,0.16,2.81,0.0,0.0,0.057,0.0,0.0,0.0,0.705,0.0,0.25,0.0,0.125,0,Neutral,0,2.3365507429388623,0,0,0,0,0,0,0,0,0.0,0.37640449438202245,103.99919743178171,15.599879614767255,0.0,0.0,0.0,0.0
PLM2,YDR501W,-0.0198556955061634,0.947809932926487,1566.0,39.3359,0.4069,0.0421,0.0153,0.0383,0.069,0.0326,0.0421,0.0172,0.0632,0.092,0.0958,0.0057,0.0575,0.0709,0.0421,0.0479,0.1188,0.0709,0.046,0.0038,0.0268,0.2682,0.2893,0.2126,0.1073,0.1571,0.3314,0.316,0.2644,1.0,12.0,10.0,25.0,4.0,0.0,0.0,0.0,3.117436726024675,1.5483207130457,1.3176766915786924,23.656370435964355,0.069,0.053,0.2873563218390804,0.0,0.0,77.45,0.06,0.14,0.07,-0.61,54.95,9.76,,1461.0,,36.0,,47.0,0.0,0.0,0.0,2.0,1.0,38.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.4107485604606526,-0.8918142034548945,0.2034548944337812,0.2123758157389635,1.0,0.0,0.179,0.263,0.219,0.518,0.3,0.04,1.9,0.0,0.042,0.313,0.0,0.002,0.015,0.0,0.0,0.0,0.002,0.107,0,Neutral,0,-0.0004622156578384,0,0,0,0,0,0,0,0,22.0,0.3490524411498665,41.66941023535851,,0.8865831964969897,0.8865831964969897,1.7731663929939794,1.7731663929939794
SAM2,YDR502C,0.439125465780329,0.0916214888005684,1155.0,41.9048,0.2364,0.0883,0.013,0.0883,0.0571,0.0338,0.0805,0.0156,0.0701,0.0779,0.0753,0.0182,0.0156,0.0416,0.0442,0.039,0.0623,0.0623,0.0649,0.0104,0.039,0.2935,0.2,0.239,0.1454,0.1325,0.2364,0.3999999999999999,0.2779,4.0,0.0,8.0,44.0,37.0,3.0,1.0,1.0,7.946074013328265,1.16393439489314,1.359066137543151,32.19421156628427,0.188,0.143,0.0,0.0,0.0,81.23,0.08,0.5,0.6,-0.31,35.22,4.98,32,271.0,10.1,15.0,14.0,6.0,0.0,0.0,0.0,2.0,0.0,26.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0026041666666666,-0.7741513020833333,0.0833333333333333,0.0410460937499999,0.0,0.0,0.0,0.297,0.211,0.492,0.01,0.12,2.655,0.0,0.005,0.406,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.06,0,Neutral,0,0.4558133995547125,0,0,0,0,0,0,0,0,8.0,0.0013020833333333,7.212411873840446,16.82896103896104,0.0,0.0,2.4041372912801484,2.4041372912801484
LPP1,YDR503C,0.355407324606082,0.0313204591656415,825.0,40.1212,0.0163,0.0291,0.0364,0.0582,0.0291,0.0545,0.0436,0.0255,0.0836,0.0545,0.1236,0.0364,0.0364,0.04,0.0182,0.0509,0.0873,0.0473,0.08,0.0255,0.0364,0.4036,0.2073,0.2182,0.0873,0.1309,0.2619999999999999,0.4691,0.2182,1.0,5.0,14.0,18.0,7.0,4.0,3.0,0.0,4.410974028332825,1.21925292061583,1.2307846934448567,23.841728401257644,0.144,0.105,0.0,0.0,0.0,101.45,0.12,0.11,0.01,0.27,45.94,8.4,23,158.0,7.4,39.0,,1.0,0.0,0.0,0.0,6.0,1.0,24.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0364963503649635,0.0225547445255474,0.3722627737226277,0.5795346715328468,0.0,1.0,0.0,0.599,0.051,0.35,0.22,0.07,2.135,0.0,0.0,0.398,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.036,0,Neutral,0,0.53459370351309,0,0,0,0,0,0,0,0,19.0,0.01824817518248175,1.682896103896104,,1.682896103896104,1.682896103896104,10.097376623376624,10.097376623376624
