Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,cell_cycle_progression_in_mid_anaphase,-0.7702057022991188,-1.2072604661195252,0.23119777158774374,0.6638951546765868,1.0,3/7,11.18%,KIP1;CIN8;RAD23
prerank,cytoskeleton_morphology,-0.59929613983439,-1.2066549778757614,0.04004004004004004,0.6401625179247712,1.0,36/118,21.54%,BIK1;TUB2;PMA1;DUO1;GCN2;ATG14;CLA4;CNM67;SPC42;FPK1;TOM40;STU2;MYO2;CIN8;ESP1;CLB2;URA8;RTS1;CIK1;SPC72;HOS3;BZZ1;SLK19;GIC2;HHT2;AIM7;HOF1;EST2;TOP2;BOI2;VAM7;BMH1;RIM101;GIC1;SEC5;CRN1
prerank,cell_cycle_progression_in_late_anaphase,-0.6608463431850458,-1.2053328703833452,0.17194570135746606,0.6241659006508071,1.0,6/21,14.88%,CLB1;ESP1;XRN1;CLB2;CDC15;SLK19
prerank,vacuolar_transport,-0.6012716666941297,-1.1959737491473492,0.10150753768844221,0.6692324662505197,1.0,18/73,12.98%,VMA1;VPS9;PMA1;VPS41;STP22;KEX2;VAC8;MYO2;VPS35;FET3;DOA4;VPS16;PEP1;SEC1;PEP7;PMC1;VPH1;VAM3
prerank,cell_cycle_progression_in_anaphase,-0.5941906481557396,-1.1934916031678207,0.05005005005005005,0.6635658344670369,1.0,33/138,11.86%,CLB1;HIR2;TUB2;MPS1;ATG14;KIP1;CLA4;SPC42;RPN9;PKC1;APC9;STU2;MTR4;WHI5;CLB3;DPB11;BUB2;CIN8;SLI15;DBF2;RTT101;CYR1;MET30;ESP1;RSC2;XRN1;CLB2;ROM2;CDC15;RTS1;RAD23;ELP3;CLB6
prerank,Golgi_distribution,-0.5956064634568826,-1.1918130687235855,0.05305305305305305,0.6507873767589912,1.0,26/134,12.98%,VMA1;TUB2;PMA1;SAR1;NEO1;YPT32;TRS120;MNN1;SEC15;GGA1;KEX2;SLY1;YIF1;ANP1;PRY2;BCH1;MYO2;VPS35;FET3;COY1;VPS54;PEP1;YPS1;SEC1;VPH1;VAM3
prerank,metal_resistance,-0.6005516092787333,-1.1854065762877617,0.11290322580645161,0.6745951949568474,1.0,13/74,12.77%,SSQ1;SOD2;PMA1;SAM3;ITT1;YAH1;ZAP1;QDR2;EFT2;EFT1;SEC1;SUB1;PMC1
prerank,mitochondrial_rho-_mutation_frequency,-0.6158527135150225,-1.1829706418518275,0.1869747899159664,0.6706401441335442,1.0,4/36,7.80%,RNR2;RNA1;PSO2;RAD2
prerank,chromosome_segregation,-0.5929697698745399,-1.1821764056330704,0.11895161290322581,0.653938349462168,1.0,28/75,18.71%,RAD54;BIK1;TUB2;TOP3;STU2;SMC3;SMC6;CIN8;HHF2;HTA2;SLI15;SGS1;ESP1;RSC2;CLB2;CDC15;RTS1;RAD61;SRS2;SLK19;NET1;HHT2;RAD51;PDS5;PCH2;IRR1;HTA1;TOP2
prerank,starvation_resistance,-0.586442019088361,-1.1813530896178264,0.09118236472945891,0.6389008898040226,1.0,20/108,13.38%,YAK1;HIR2;NOT5;GCN2;BSD2;CLA4;PDR8;PPH22;PKC1;KEX2;QDR2;PDR1;SSA3;DOA4;SGS1;CYR1;WAR1;XRN1;PEP7;GCN3
prerank,budding_index,-0.7245992072869952,-1.1716147334304836,0.2740447957839262,0.6866566165385889,1.0,2/9,7.98%,SPE1;SCP160
prerank,cell_cycle_progression_in_G1_phase,-0.5823911714945201,-1.1699378894412311,0.1227364185110664,0.6781987200145345,1.0,19/86,14.07%,CLB1;TUB2;TOP3;CLA4;PKC1;WHI5;CLN2;CLB3;PCL1;BUB2;CDC25;CYR1;MET30;CLB2;ROM2;CDC15;CLB6;CDC33;YOX1
prerank,nuclear_export,-0.583823461393211,-1.1695321098826401,0.13039117352056168,0.6621402570661681,1.0,15/92,12.15%,RNR2;NUP60;UTP8;LOC1;THO2;GFD1;MAF1;NUP100;KAP95;RRP6;CLB2;YDJ1;PEX5;OXA1;CRZ1
prerank,haploinsufficient,-0.6574847798424596,-1.1646119343458552,0.2554410080183276,0.6766187447144906,1.0,6/18,18.78%,DOM34;VMA1;RSC2;SPC97;EST2;RSC1
prerank,cell_shape,-0.5870808167144401,-1.160146745375868,0.1806981519507187,0.6899389737938108,1.0,15/59,16.09%,GIP1;PEX10;ATG29;VID27;EAF1;PKC1;SPO71;HHF2;ROM2;SSA1;PEX11;ARI1;SPO20;HHT2;RAD51
prerank,Golgi_morphology,-0.5825237471147768,-1.1578394268381373,0.13239719157472418,0.6872749122871524,1.0,18/94,12.98%,PMA1;SAR1;ENT5;MNN1;SEC15;GGA1;KEX2;SLY1;YIF1;ANP1;MYO2;VPS35;VPS54;PEP1;YPS1;SEC1;PEP7;VAM3
prerank,prion_formation,-0.5713976256005658,-1.156825960894569,0.06,0.6769836039608441,1.0,39/198,13.56%,DEG1;BIK1;PMA1;SWI1;GCN2;GTS1;CLA4;SPC42;RNA1;PPH22;TSA1;ITT1;MAF1;KEX2;YIF1;NUP100;NEW1;CLB3;SIS2;SSA3;YEF3;SFL1;MYO2;MOD5;ELP2;HAP4;SSA2;RTS1;SSA1;YDJ1;ELP3;REB1;RRD1;SSZ1;CIK1;CDC33;VTS1;APJ1;GRX1
prerank,telomere_length,-0.5721738448583799,-1.1556354085182208,0.08808808808808809,0.6686711769680479,1.0,29/143,13.40%,RAD54;THO2;RFC1;IFH1;SUM1;PKC1;TSA1;STU2;STP22;DOT6;POL2;GBP2;ADH1;EST3;RRP6;SIR3;DPB11;SMC6;CIN8;HHF2;SGS1;CBC2;MSH2;XRN1;RIF2;CLB2;REB1;RAD5;TAH1
prerank,ionic_stress_resistance,-0.6659216412645295,-1.1467461000608121,0.3093167701863354,0.7121454392835651,1.0,7/13,21.20%,SNQ2;FRE4;TIR4;CRZ1;ERG13;TPS2;YHK8
prerank,nutrient_utilization,-0.5976063928266666,-1.144785373627166,0.2574468085106383,0.7092300096124047,1.0,10/33,21.87%,PKC1;SUL2;MEP1;CYR1;GIS1;PYC2;PCK1;BMH1;RIM101;SAK1
prerank,cell_cycle_progression_in_G2_phase,-0.5629820864959143,-1.140229782744888,0.101,0.7239042267828787,1.0,28/164,12.39%,ERG3;CLB1;RAD54;TUB2;TOP3;GCN2;KIP1;CLA4;SMC4;RPN9;PKC1;KAP95;CLB3;SMC3;DPB11;MYO2;BUB2;HHF2;SGS1;CYR1;ESP1;CLB2;ROM2;NTC20;RAD23;YDJ1;CLB6;RRD1
prerank,spore_wall_formation,-0.5650131822622186,-1.1401252180431791,0.099,0.7080159242162405,1.0,30/161,14.81%,CLB1;YAK1;SPS4;GIP1;SPR1;SPO14;PKH1;GSC2;CLA4;PFS1;SUM1;PKC1;SKN1;NDT80;SPO71;KAP95;PAM1;ADH1;MYO2;FKS3;RSC2;CLB2;CHS1;GIS1;YDJ1;CRZ1;GAS2;AMD1;CTT1;OSW2
prerank,aneuploidy,-0.5701521800669181,-1.1374922435585282,0.18674698795180722,0.7091811596867301,1.0,22/82,18.62%,RAD54;PMA1;FLC2;RAD55;FLC1;WHI5;PDR1;EST3;SMY2;SMC3;SCP160;BUB2;ESP1;RTS1;SIZ1;RAD61;CTT1;HHT2;RAD51;MOT3;MIF2;EST2
prerank,mitochondrial_genome_maintenance,-0.5646560235916939,-1.1316599342113378,0.15831663326653306,0.7344671966697095,1.0,34/126,21.22%,GGC1;YAK1;SOD2;MGM101;MAK11;ZIM17;UTR1;ADH1;SOP4;FET3;SGS1;MSH2;OXA1;CAT5;HSP60;STE4;HSP78;YME1;PIF1;APN1;NET1;SUV3;RAD51;PSD1;EXO5;MCM3;EST2;HMG2;HMG1;YCK1;DEF1;RIM101;YEF1;ISA1
prerank,lifespan,-0.564578505277133,-1.1297858528653875,0.21063189568706117,0.7312602532037716,1.0,20/80,18.38%,RNR2;YAK1;SOD2;PKH1;GCN2;IFH1;PKC1;TSA1;VPS35;KSP1;RIF2;CAT5;ERV25;CTT1;HHT2;FZO1;PYC2;ATG11;INP1;SET2
prerank,vegetative_growth,-0.563694360317829,-1.1291605358833965,0.16516516516516516,0.7199139610986507,1.0,28/111,16.92%,CLB1;TUB2;MUD1;SPO14;RNA1;SUM1;NAM8;PKC1;NDT80;MEP1;KEX2;PMS1;YEF3;HHF2;SPO22;SGS1;CBC2;CYR1;CLB2;CDC15;STE4;CIK1;GAS2;SRS2;SPO20;HHT2;RAD51;ATG11
prerank,pheromone_sensitivity,-0.5642922362990402,-1.1289720089362076,0.1757028112449799,0.706336158024632,1.0,29/118,16.09%,PMA1;GSC2;MDM1;RAD55;THO2;IRA1;CLA4;PKC1;STE23;KEX2;CLN2;ADH1;SIR3;SIS2;CIN8;HHF2;HTA2;CYR1;CLB2;ROM2;CHS1;STE4;RPB2;RRI1;CIK1;MFA2;HHT2;IMH1;RAD51
prerank,cold_sensitivity,-0.5559532761596225,-1.126169490736773,0.072,0.7105952862448065,1.0,68/277,18.53%,DOM34;TUB2;MUD1;CAJ1;SWI1;GCN2;SUA7;MAK11;BAS1;RAD55;NEO1;SUI2;RFC1;IRA1;NAM8;PKC1;RIM8;STU2;HBS1;KEX2;RRP5;YIF1;ADH1;PDR1;PDE2;FHL1;SIS2;PDX3;PTC5;RPL42A;BUB2;CDC25;REH1;HTA2;SGS1;CBC2;CLB2;ROM2;SSA2;CDC15;RTS1;YPS1;RAD23;SSA1;IST3;OXA1;RPB2;RAD5;SSZ1;PHO2;PPQ1;ERV25;YME1;AHC1;SRS2;PIF1;MKK2;IMH1;RAD51;PDE1;CMP2;MDS3;PMR1;PRP24;CAC2;ERS1;ALY2;HTA1
prerank,colony_color,-0.5653731869365545,-1.124587835363318,0.25252525252525254,0.7074461067288995,1.0,13/74,14.79%,RNR2;DEG1;TUB2;RPA135;RRN9;MEP1;PMS1;SSA3;MOD5;MSH2;RAD5;PPQ1;CTT1
prerank,bud_morphology,-0.5610908065106912,-1.1219808004499214,0.21730382293762576,0.7107564182701146,1.0,16/83,12.01%,CLB1;BUD4;TUB2;CLA4;CNM67;PKC1;YPT32;CLN2;MYO2;BUB2;DBF2;CLB2;ROM2;CDC15;CHS1;SEC1
prerank,recovery_from_pheromone-induced_cell_cycle_arrest,-0.6183974692145944,-1.1178241786571501,0.3363329583802025,0.7230639339383298,1.0,2/22,1.43%,PTP3;LDB19
prerank,viability,-0.5807656574020997,-1.1170907077268697,0.29448491155046824,0.7145457219546274,1.0,14/43,15.78%,CLA4;TOM40;RTT107;TDH1;ADH1;PDR1;SIR3;EFT2;EFT1;SGS1;DPH1;ATG16;TOM70;HHT2
prerank,colony_sectoring,-0.5765837971621393,-1.1147953571602909,0.3242392444910808,0.7150193704519548,1.0,3/41,6.14%,RNR2;DEG1;NUP100
prerank,cell_fusion,-0.5517927827372818,-1.1146348875991356,0.142,0.7033680185314557,1.0,41/169,16.32%,VMA1;VPS9;TUB2;LDB19;VPS41;ATG29;VID27;EAF1;PKC1;TOM40;YAH1;STU2;AGA2;STP22;RSN1;MYO2;SMC6;CIN8;ECM29;HHF2;CYR1;MCP1;VPS16;PSD2;YDJ1;PHO3;SEC1;RPB2;COX10;CDC33;MRH1;SRS2;GET4;RAV2;VPS8;HHT2;IMH1;FZO1;RAD51;PYC2;PSD1
prerank,ionizing_radiation_resistance,-0.5538175263046738,-1.112467196536457,0.192,0.7047352358909554,1.0,32/133,18.04%,RNR2;ERG3;RAD54;SWI1;RAD55;RAD26;PSO2;ADH1;PDR1;PDE2;PMS1;RAD2;SMC6;FET3;PMT2;CYR1;MSH2;RAD23;SIZ1;RAD61;RRD1;PEP7;RAD5;SRS2;APN1;VPS8;HHT2;RAD51;CAT2;HUL4;ADE6;PCK1
prerank,sporulation_efficiency,-0.5517338029635636,-1.1106447764112446,0.164,0.7038986297930934,1.0,26/155,14.79%,RAD54;TOP3;PTP3;SWI1;DAS2;RAD55;YGL138C;CNM67;SUM1;NDT80;PAN2;PMS1;RAD2;HHF2;CDC25;SGS1;RSC2;CLB2;RSF1;HYR1;SEC1;RAD61;SLX1;GAS2;ARP3;CTT1
prerank,mating_type_switching,-0.5564457364577221,-1.1084942350335465,0.22545090180360722,0.7051600282433942,1.0,22/100,16.36%,RAD54;SWI1;LOC1;RAD55;SIR3;PDE2;PMS1;PCL1;DPB11;SRB7;HTA2;SGS1;CAR1;RSC2;PIR1;RAD5;NIS1;PIF1;ASG7;HHT2;RAD51;DSE1
prerank,size_of_nucleus,-0.5466496184110222,-1.105017300787258,0.174,0.7134775894400117,1.0,44/155,20.75%,NUP60;BIK1;SUA7;KIP1;PKC1;TSA1;AGA2;NUP100;WHI5;CLN2;DPB11;YEF3;BUB2;CIN8;HHF2;SLI15;SGS1;MET18;MSH2;CLB2;IST3;YDJ1;CRZ1;RAD5;ALO1;VAM3;SRS2;JEM1;SPO20;PIF1;HHT2;RAD51;PML1;PCH2;RAS1;NUP192;EST2;TOP2;GRX4;NMD3;SRP40;ATG8;RIM101;UFO1
prerank,viable,-0.6135103560315909,-1.1001947398115313,0.36647398843930634,0.7307664719529696,1.0,2/19,5.24%,ATG29;CYT1
prerank,vesicle_distribution,-0.548808197309967,-1.0994707514483604,0.25829145728643216,0.7232071374096052,1.0,20/101,15.89%,SAR1;NEO1;VID27;EAF1;CCT3;YPT32;MNN1;SEC15;KEX2;SLY1;ANP1;PRY2;MYO2;PEP1;CDC15;SEC1;PEP7;SED4;PRY1;IMH1
prerank,utilization_of_sulfur_source,-0.6266302517757563,-1.0984075566401654,0.3873325213154689,0.7180939074162591,1.0,4/14,14.77%,SUL2;MET30;MET32;MET5
prerank,polyploidy,-0.5675431358768516,-1.0982391499733872,0.3264033264033264,0.7077268402765012,1.0,14/41,18.71%,BIK1;TUB2;ADH1;HHF2;CYR1;ESP1;CLB2;RAD61;NCA3;RPL28;HHT2;ADE6;MOT3;TOP2
prerank,respiratory_metabolism,0.3183721886751223,1.0975855668472454,0.09090909090909091,0.7278396009209517,0.911,16/74,15.71%,ATG32;CDC19;VMS1;NFS1;INP51;AFT1;COX13;PET20;PSH1;UPS2;YIA6;ISA2;YFH1;IGO1;RCY1;MDM35
prerank,endocytosis,-0.5353221458515811,-1.0829955986712274,0.225,0.7873781327691686,1.0,29/170,11.45%,VPS9;LDB19;SAR1;GTS1;ATG29;VID27;EAF1;PKC1;FPK1;FTR1;TWF1;YIF1;CAP2;ZAP1;ZEO1;RRP6;SSA3;CSR2;FBA1;MYO2;VPS35;FET3;DOA4;PEP1;YPS1;RAD23;SSA1;YDJ1;PEX5
prerank,cytokinesis,-0.5437425547215932,-1.0802069301040338,0.3148335015136226,0.7924603983728152,1.0,15/82,10.91%,BUD4;TUB2;PMA1;CLA4;PKC1;SEC15;CLB3;MYO2;BUB2;SLI15;DBF2;VRP1;ESP1;CLB2;CDC15
prerank,chitin_deposition,0.2923504762306594,1.0795054480682285,0.3333333333333333,0.619800460475825,0.922,18/74,15.26%,GLC7;SLT2;HIS3;SLA1;AUR1;CDC7;CHS2;PRC1;RHO4;RHO1;BEM1;CDC10;IQG1;CYK3;PRB1;SEC13;CDC11;SWE1
prerank,flocculation,-0.5373038902617645,-1.0781829330389945,0.30090270812437314,0.7928420551213122,1.0,23/103,16.29%,HIR2;GTS1;IRA1;ATG29;ADH4;PKC1;MNN1;TDA9;TFC4;ZAP1;FLO10;RRP6;PDE2;SIS2;MNN5;SFL1;CDC25;GSF2;CTT1;PSA1;ARG3;HHT2;VHS3
prerank,culture_appearance,-0.5711304787077655,-1.071439429985533,0.40170031880977686,0.8209220740176794,1.0,7/27,12.01%,SPR1;PMA1;KEX2;PDR1;PDE2;OXA1;SEC1
prerank,bud_neck_morphology,-0.5304517435432525,-1.0701553393113232,0.256,0.8169235417589216,1.0,43/201,18.74%,CLB1;BUD4;BIK1;TUB2;PMA1;GSC2;CLA4;CNM67;PKC1;YPT32;VAC8;MTR4;KAP95;PCL1;MYO2;BUB2;NBA1;DBF2;VRP1;MET30;MLF3;XRN1;CLB2;ROM2;CDC15;RTS1;CHS1;STE4;SEC1;VAM3;NIS1;SPC72;HOS3;UBX2;GIC2;MKK2;HHT2;BUD6;SSP1;PCK1;HOF1;MNN10;BOI2
prerank,endoplasmic_reticulum_distribution,-0.5295202155362707,-1.0681662404511172,0.297,0.8165564479275551,1.0,33/158,15.91%,VMA1;TUB2;PMA1;SAR1;PER33;TGL4;TOM40;YPT32;RTN1;MNN1;KEX2;SLY1;VAC8;YIF1;ANP1;PRY2;MYO2;MOD5;VRP1;PEP1;CHS1;YDJ1;PEX11;SEC1;CRZ1;LRO1;PMC1;VPH1;VAM3;SED4;SRL1;PRY1;FZO1
prerank,virulence,-0.5299499689074962,-1.061845905116762,0.3487437185929648,0.8406131165046684,1.0,23/89,20.60%,BAS1;MAF1;KEX2;RRP6;PDE2;FBA1;HTA2;CYR1;YPS1;HYR1;CRZ1;PHO2;VPS8;HHT2;FZO1;LEU3;PDE1;RAS1;HTA1;SSK2;STE14;ATG8;RIM101
prerank,subcellular_morphology,-0.5262815221722595,-1.061405328782763,0.281,0.8311854248630364,1.0,44/192,18.62%,RNR2;HAT1;YAK1;AVT1;SAR1;CNM67;TGL4;PKC1;FPK1;RTN1;TDH1;STU2;SEC15;MAF1;KEX2;KAP95;PRY2;CDC25;CYR1;MSH2;CLB2;YPS1;PEX11;OXA1;SEC1;CRZ1;RRI1;VPH1;SPC72;GAS2;JEM1;SLK19;SPO20;MAS2;PRY1;FZO1;BUD6;ATG11;LOS1;MCM3;PEX29;RAS1;KAP123;EST2
prerank,filamentous_growth,-0.5293378808280512,-1.0590777006443601,0.368,0.8331539387150376,1.0,18/106,12.15%,BUD4;TUB2;SWI1;CLA4;PKC1;SEC15;MEP1;KEX2;ADH1;SFL1;MYO2;PRR2;CYR1;XRN1;CLB2;YPS1;SEC1;CRZ1
prerank,chronological_lifespan,-0.5245553294965418,-1.0569574076936292,0.335,0.8341972335979028,1.0,28/147,16.92%,RNR2;VMA1;YAK1;SOD2;PKH1;GCN2;SDH1;PKC1;MAF1;RRP6;SIR3;PDE2;FHL1;BUB2;HAP4;SGS1;CYR1;GIS1;CAT5;SUB1;SHH4;GRX1;GUP1;SLF1;HHT2;LEU3;SNF3;ATG11
prerank,nuclear_fusion_during_mating,-0.5284523756497645,-1.0556671522724757,0.356,0.8300238996948193,1.0,25/124,15.04%,BIK1;TUB2;PMA1;LOC1;CLA4;CNM67;SLH1;PRM2;STU2;KEX2;ADH1;SIR3;MYO2;CYR1;XRN1;CLB2;CDC15;STE4;CIK1;CDC33;NIS1;SPC72;JEM1;HRT1;MFA2
prerank,cell_size,-0.5533640792544133,-1.0527903931632479,0.43524416135881105,0.8344249462498767,1.0,7/36,13.69%,VPS41;DOT6;WHI5;SAM1;CRZ1;SIZ1;GUP1
prerank,utilization_of_carbon_source,-0.5193741655497875,-1.0503562766520562,0.312,0.8371258480094014,1.0,29/190,14.32%,SOD2;PMA1;NOT5;DAS2;TRP3;IFH1;TGL4;MDH1;YMC2;ADE16;GUT1;GUT2;BUD21;PGM1;TKL1;PDE2;FHL1;CSR2;DAK1;HAP4;HTA2;CDC15;HYR1;GIS1;ARI1;CRZ1;PHO2;APJ1;YME1
prerank,biofilm_formation,-0.5313035693987717,-1.0493030566587593,0.3995943204868154,0.8320954517042322,1.0,13/64,12.86%,TUB2;MDH1;NDT80;TDA9;PDE2;FBA1;CDC25;CYR1;YPS1;HYR1;RPB2;FRE8;PHO2
